id,avibase id,rank,common_name,order,family,subfamily,genus,Species_Avonet,Species_BirdTree,Species_BirdLife,Species,annotation,status_hawaiian,status_introduced,status_nonbreeding,status_misplaced,Species_Iridescence,Body_Feathers,Body_Male,Body_Female,Flight_Feathers,Flight_Male,Flight_Female,NonFlight_Feathers,NonFlight_Male,NonFlight_Female,Dorsal_Feathers,Dorsal_Male,Dorsal_Female,Breeding_Plumage,Male_Iridescence,Male_Plumage,Male_Hue,Male_Head,Male_Neck_Throat,Male_Breast_Underparts,Male_Back_Upperparts,Male_Wings,Male_Rump,Male_Tail,Male_Text,Male_ID,Female_Iridescence,Female_Plumage,Female_Hue,Female_Head,Female_Neck_Throat,Female_Breast_Underparts,Female_Back_Upperparts,Female_Wings,Female_Rump,Female_Tail,Female_Text,Female_ID,Notes,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
1832,D647F6B4D2357475,species,Yellow-crowned Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia luteicapilla,Euphonia luteicapilla,Euphonia luteicapilla,Euphonia luteicapilla,Monotypic.,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,blue,1,1,0,1,1,1,1,""" Small, short-tailed euphonia with short stubby bill. Male has forehead and mid-crown to well behind eye yellow, forming large contrasting yellow crown patch; rest of head down to foreneck and entire upperparts glossy blue-black, upperwing-coverts, flight-feathers and tail blue-black (like back); breast to undertail-coverts entirely bright yellow, underwing-coverts white; iris dark brown; bill blue-grey with blackish tip; legs dark grey. Female is olive above, with yellowish tinge on forehead, plain olive-yellow below, slightly paler in centre, becoming duller on belly and undertail-coverts. Immature is like female; subadult male may have forecrown mottled olive, some black on face and throat, and has throat and chest yellowish, rest of underparts olive.""",text,0,,,,,,,,,,,,,10,5.8,4.3,4.3,14.3,53.9,14.3,39.8,26.5,29.8,13,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,7.2,13.32,9.98,-82.59,111584.47
1833,F1D2C3453D71338E,species,Thick-billed Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia laniirostris,Euphonia laniirostris,Euphonia laniirostris,Euphonia laniirostris,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,blue,1,0,0,1,0,1,0,"""Rather small euphonia with relatively thick bill deeper than that of most congeners. Male nominate race has yellow forehead to mid-crown (a little past eye); side of head, rear crown, nape and upperparts glossy blue-black; uppertail dark blue; upperwing-coverts and flight-feathers dusky, tinged dark blue; throat and entire underparts bright yellow; undertail dark grey, inner webs of outer 2–3 feather pairs mostly white (forming two large white ovals on undersurface of tail); iris dark brown; bill blackish, base of lower mandible blue-grey; legs dark grey. Female is yellowish olive-green above, greenish-yellow below, paler on undertail-coverts. Immature is similar to female; subadult male (second full year) is olive above, forecrown yellow with olive mottling, variable amount of black on side of head (usually forming mask), throat and chest yellow, sides, flanks and lower underparts mostly olive. Race crassirostrisphoto male is similar to nominate, but yellow of crown extends farther backwards, especially in centre; hypoxantha male differs in having whole crown lemon-yellow, and underparts lighter and brighter yellow; melanuravideo malevideo has crown like nominate, but underparts darker, orange-yellow, and undertail entirely dark grey (no white), female similar to nominate, but darker below; zopholegavideo male is similar to nominate, but white ovals on undertail smaller.""",text,0,,,,,,,,,,,,,10.1,6.5,5.6,5.7,17.3,61,14,45.9,23.4,37.1,15,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-19.51,11.52,-5.66,-67.05,4464958.75
1834,3CD68A81E992C246,species,Yellow-throated Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia hirundinacea,Euphonia hirundinacea,Euphonia hirundinacea,Euphonia hirundinacea,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10.8,6.6,5.2,5.4,15.6,60.3,14.7,46,24.3,34.1,14,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,8.35,23.62,16.79,-89.87,637226.31
1835,8A6309CBB7A0AB65,species,Antillean Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia musica,Euphonia musica,Euphonia musica,Euphonia musica,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,"blue, purple",1,1,0,1,0,0,0,"""Female. Ridgway (2) gives the full description of the female as ""Forehead gamboge yellow, margined posteriorly by an indistinct dusky bar across anterior part of crown; rest of pileum, hindneck, and sides of neck uniform light greenish blue (turquoise); loral, suborbital, and auricular regions and most of malar region plain olive green; back, scapulars, wing coverts, and upper tail coverts plain deep olive green, with a slight gloss of metallic bluish green; rump yellowish olive green; remiges and rectrices blackish, the latter and the secondaries with broad edgings of olive green, the primaries with narrow edgings of the same or pale greenish gray; under parts deep olive yellow, becoming purer yellow on chin, throat, abdomen, anal region, and under tail coverts, the last with central portion more olive."" Male. Lores, side of head including ear coverts, and chin and throat blackish violet, small forehead band tawny yellow, crown and nape lustrous sky blue, blue of nape extending down behind rear ear coverts; mantle and back black, glossed dark blue, rump and uppertail coverts rich tawny yellow; upper­wing coverts, flight feathers and tail dull black, wing coverts glossed dark blue, flight feathers edged slightly paler blue; underparts, including undertail coverts, rich tawny yellow.""",text,0,,,,,,,,,,,,Renamed Chlorophonia musica,9.7,5.2,4.4,4.3,14.4,64,19.4,44.6,30.3,36,14.66,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,11.99,19.68,18.07,-68.88,35315.4
1836,35A15369BF27D91C,species,Elegant Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia elegantissima,Euphonia elegantissima,Euphonia elegantissima,Euphonia elegantissima,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,purple,0,0,0,1,1,1,1,"""Small-billed euphonia, male with orange-rufous underparts. Male nominate race has rufous forehead bordered behind by pencil-thin line of black; crown and nape bright turquoise-blue, the blue extending down side of neck behind ear-coverts; side of head and throat black; upper­parts, including upperwing-coverts, flight-feathers and tail, glossy purplish-black; underparts tawny-orange, darkest on chest; underwing-coverts white; iris dark brown; bill blackish, greyish base of lower mandible; legs dusky grey. Female has forehead rufous, bright sky-blue crown and nape, blue curling down onto side of neck behind ear-coverts (as on male), side of head olive; upperparts bright olive-green; upperwing-coverts mostly olive-green, flight-feathers dusky, edged olive-green; tail dull dark olive-green; throat washed cinnamon, becoming yellowish-olive on breast and sides and greenish-yellow on centre of belly and undertail-coverts. Juvenile is like female, male with cinnamon-tinged chin and contrasting blue-black flight-feathers; immature male much like adult female, but slightly duller, and with blue restricted to crown (not reaching nape). Race rileyi male more steely-blue above, with duller hood, female greyer above and generally duller (less green and yellow) than nominate; vincens male has crown distinctly lighter blue than nominate, female intermediate between those of other races.""",text,0,,,,,,,,,,,,renamed chlorophonia elegantissima,9.8,4.6,4,4,14.3,66.7,21.3,44.9,32.2,39.1,15,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial,8.36,27.73,19.29,-98.51,473565.77
1837,0676F27A87E284AC,species,Fulvous-vented Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia fulvicrissa,Euphonia fulvicrissa,Euphonia fulvicrissa,Euphonia fulvicrissa,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,blue,1,1,1,1,1,1,1,"""9 cm; 10·1–13 g. Rather small euphonia with tawny-rufous undertail-coverts. Male nominate race has small lemon-yellow patch on forehead extending back to just above eye; rest of head, throat to central chest and upperparts, including upperwing-coverts, glossy blue-black; flight-feathers dusky, tinged blue black; uppertail blue-black with slight gloss; breast, sides and flanks bright golden-yellow, median underparts cinnamon-yellow, vent and undertail-coverts yellowish-cinnamon; undertail dark grey, inner webs of outer two feather pairs mostly white, forming large, somewhat oval-shaped white patch on each side; iris dark brown; upper mandible and tip of lower mandible dusky blackish, rest of lower mandible blue-grey; legs dark grey. Female has small rufous patch on forecrown; hindcrown, nape and upper back bronzy olive-green with faint greyish gloss, lower back, rump and tail yellowish-olive; flight-feathers dusky, edged olive-yellow; underparts olive-yellow, brightest on sides; centre of belly and undertail-coverts contrastingly tawny-rufous. Juvenile apparently undescribed. Race omissa differs from nominate in having white ovals on underside of tail less extensive; purpurascens differs in having upperparts and uppertail with purplish gloss, no white on undertail.""",text,0,,,,,,,,,,,,,10.1,6.5,4.7,4.9,14.5,51.2,10.3,40.5,20.2,26.7,11,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-0.12,9.64,5.95,-76.68,198414.88
1838,41B85100455E1478,species,Spot-crowned Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia imitans,Euphonia imitans,Euphonia imitans,Euphonia imitans,Monotypic.,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,blue,1,1,1,1,1,1,1,"""Small euphonia with stubby bill. Male has bright yellow forehead patch extending back to rear edge of eye, yellow inconspicuously dotted with black (especially near mid-crown) and with a few weakly indicated hair-like black streaks; rest of head, throat, chest, side of neck, and upperparts steely blue-black; upperwing-coverts slightly glossed blue-black, flight-feathers and tail dusky with dark blue-black tinge, flight-feathers with white bases to inner webs of all but outermost two feathers; side of chest and lower breast to undertail-coverts bright yellow, underwing-coverts white; iris dark brown; bill blackish, basal half of lower mandible pale blue-grey; legs dark grey. Distinguished from similar E. luteicapilla mainly by thicker bill and much more restricted yellow crown patch (black forecrown dots difficult to see). Female has contrasting rufous-chestnut forehead; otherwise dark olive-green above, greyish-blue tinge on crown and nape and slight blue-grey tinge extending across back, uppertail-coverts slightly yellowish; upperwing-coverts and flight-feathers dusky, broadly edged yellowish-olive; mainly olive-yellow below, paler on throat, and with sharply contrasting tawny-rufous centre of lower breast, belly and undertail-coverts. Juvenile is like female, but duller, and without rufous colour.""",text,0,,,,,,,,,,,,,12,7,4.8,4.9,14.5,55.8,11.7,45.4,20.5,28.2,14,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,8.03,9.77,8.88,-83.26,14869.65
1839,C3FD23AB8B7C1413,species,Olive-backed Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia gouldi,Euphonia gouldi,Euphonia gouldi,Euphonia gouldi,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,blue,1,0,1,1,0,0,1,"""Small-billed euphonia, male with orange-rufous underparts. Male nominate race has rufous forehead bordered behind by pencil-thin line of black; crown and nape bright turquoise-blue, the blue extending down side of neck behind ear-coverts; side of head an",text,0,,,,,,,,,,,,,12.2,6.5,4.6,4.9,14.5,53.3,12.7,44.2,22.2,25.4,14,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,8.65,18.76,15.59,-89.02,326598.75
1840,A243C1D2977F227F,species,White-vented Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia minuta,Euphonia minuta,Euphonia minuta,Euphonia minuta,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,"blue, purple",1,1,0,1,0,1,1,"""Very small, compact euphonia with distinctive white undertail-coverts, and short, thick bill. Male nominate race has small bright yellow patch on forehead (not extending back to eye); rest of head down to foreneck, and upperparts, including uppertail and upperwing-coverts, glossy blue-black, head and nape glossed purplish; flight-feathers dusky, edged dark blue; breast and belly bright yellow, sometimes with a little dusky mottling on flanks; middle belly and undertail-coverts white, underwing-coverts white; inner webs of outer three pairs of tail feathers white (forming large oval-shaped white patch on each side of undersurface); iris dark brown; bill black, basal two-thirds of lower mandible blue-grey; legs dark grey. Female has head and upperparts, including wings and tail, olive; throat dingy greyish-white, chest, upper breast, sides and flanks olive-yellow, centre of lower breast, belly and undertail-coverts white (appearance of broad diffuse breastband). Juvenile resembles female, but duller. Race humilis male differs from nominate in having yellow forehead patch larger, and chest and upper breast slightly darker, richer yellow.""",text,0,,,,,,,,,,,,,10.6,5.7,4.1,3.6,12.4,51.4,11.8,39.5,22.9,27.7,10,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.64,17.34,-2.79,-66.78,5149944.3
1841,3737630E36932FC9,species,Tawny-capped Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia anneae,Euphonia anneae,Euphonia anneae,Euphonia anneae,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,"blue, purple",1,1,0,1,0,1,1,"""11 cm; three birds from Panama 14·4–15·4 g (mean 14·9 g). Relatively small euphonia with thick bill. Male nominate race has most of crown rich rufous-chestnut, rest of head down to foreneck, and upperparts, including upperwing-coverts, glossy blue-black, nape, back, shoulders and wing-coverts strongly glossed purplish; flight-feathers dusky, edged dark blue, basal half of inner webs of most flight-feathers white, uppertail dark blue-black; breast to most of belly rich yellow, centre of rearmost belly and undertail-coverts white, underwing-coverts white; underside of tail dark grey, middle half of inner webs of outer 2–3 feather pairs white (forming large white oval on each side of tail); iris brown; bill dusky blackish, basal two-thirds of lower mandible greyish; legs horn-grey. Female has forecrown contrastingly dull rufous fading to grey nape and olive sides of crown; upperparts, including wing-coverts, olive-green, primary coverts duskier, flight-feathers and tail dusky, edged olive-yellow; chin, side of head and side of throat yellowish, tinged olive, centre of throat, breast and belly grey to greyish-white, becoming bright olive-yellow on sides, yellowish on flanks, and buff to ochre on belly and undertail-coverts. Immature is much like female, but duller. Race rufivertex male is very similar to nominate, but slightly smaller, and underparts, especially centre of chest, more orange-tinged, female very like nominate, but deeper grey underparts and less yellowish on flanks.""",text,0,,,,,,,,,,,,,11.3,6.6,4.5,4.9,15.7,63.9,12.9,51,20.2,36.2,14.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,7.43,10.85,8.96,-80.3,20146.51
1842,2D1A6C0F3363EE13,species,Orange-bellied Euphonia,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia xanthogaster,Euphonia xanthogaster,Euphonia xanthogaster,Euphonia xanthogaster,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,"blue, purple",1,1,0,1,1,1,1,"""Variable species with thick, stubby bill. Male nominate race has forehead to slightly beyond mid-crown deep yellow, rest of head and nape glossy blackish, throat purplish-black; upperparts, including upperwing-coverts and flight-feathers, glossy blue-black; uppertail blue-black; breast and lower underparts yellow, belly tinged ochre (not conspicuous); under­wing-coverts white; tail grey below, inner webs of several pairs of outer feathers white (forming large white oval-shaped area on each side of undersurface); iris brown; bill mostly black, lower mandible blue-grey with dark tip; legs dark grey. Female has fore­crown olive-yellow, mid-crown olive, and distinctly contrasting grey on hindcrown and nape; upperparts olive, upperwing-coverts olive to dusky, edged olive, primary coverts dusky, flight-feathers and tail dusky, feathers edged olive; side of head olive, throat, chest and median underparts grey, contrasting with olive to olive-yellow sides and flanks; belly and undertail-coverts, tinged buff. Subadult male is like female, but by end of first year acquires black mask and sometimes varying amounts of black on head; apparently acquires adult plumage by end of second year. Races differ mainly in colour and pattern of plumage, especially of male, first six below having yellow forehead (like nominate), last four having rufous forehead: chocoensis differs from nominate in smaller size, yellow underparts only faintly tinged ochraceous; oressinoma is similar to previous in colour, but larger (wing longer, usually more than 63 mm, as opposed to less than 60 mm), bill larger; brevirostris male differs from preceding two in having forehead and lower underparts darker, more ochraceous (less yellow), cap plusher, more velvety, without noticeable dark bases of feathers, and bill smaller than oressinoma; quitensis male has larger yellow cap and darker ochraceous underparts than oressinoma; dilutior male is much like brevirostris, but wing shorter and yellow colours paler, female differs from brevirostris in greyer breast (also shorter wing); cyanonota male is most like last, but upperparts steel-blue, rather than strongly violaceous, with violaceous only on nape (violaceous colour extends from nape to uppertail-coverts on dilutior), and forehead patch possibly does not extend so far back on crown; brunneifrons male has forehead patch rufous, is distinctively ochraceous yellow below; exsul male has rich orangish-chestnut forecrown, and breast and mid-line of belly very deep fulvous (almost chestnut), female rich buff from breast to undertail-coverts and forecrown tinged chestnut (not yellowish); badissima is much like previous, but male has chestnut of forecrown darker, less orangish, and fulvous portions of underparts darker and somewhat more extensive, female forecrown darker and more restricted; ruficeps male is very like last, but underparts less deep fulvous.""",text,0,,,,,,,,,,,,,10.7,6,4.8,4.8,16.4,61.4,13.7,47.7,22.4,36,13,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-22.99,10.91,-4.78,-67.31,3715684.5
1874,5C079E0CD9DAF4F6,species,Hooded Grosbeak,Passeriformes,Fringillidae,Carduelinae,Coccothraustes,Hesperiphona abeillei,Coccothraustes abeillei,#N/A,Coccothraustes abeillei,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,23.8,16.1,10.7,13.8,20.1,102.8,33.6,68.9,32.9,64.8,48.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,14.18,29.2,21.77,-101.41,251295.19
1875,C6B5497C9DB6796A,species,Evening Grosbeak,Passeriformes,Fringillidae,Carduelinae,Coccothraustes,Hesperiphona vespertina,Coccothraustes vespertinus,#N/A,Coccothraustes vespertinus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.7,16,10.5,14.5,21.4,109.8,37.6,72.4,34.2,67.2,57.3,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Omnivore,Insessorial,17.03,60.61,47.25,-102.49,3942604.88
1850,3A713345F43AFFA6,species,Common Rosefinch,Passeriformes,Fringillidae,Carduelinae,Carpodacus,Carpodacus erythrinus,Carpodacus erythrinus,Carpodacus erythrinus,Carpodacus erythrinus,,,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,12,8,6.8,7.9,16.4,80.2,24.7,55.8,30.8,58.6,23.97,Dunning,NA,NO,NA,NA,Shrubland,2,3,Herbivore,Granivore,Insessorial,25.19,71.02,54.13,89.33,23264611.24
1906,9AC8AEA8BF8DD2E9,species,Poo-uli,Passeriformes,Fringillidae,Carduelinae,Melamprosops,NA,Melamprosops phaeosoma,Melamprosops phaeosoma,Melamprosops phaeosoma,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.5,AVIBASE,#N/A,#N/A,#N/A,#N/A,Forest,#N/A,#N/A,Carnivore,Invertivore,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1893,2CFFFB8AA04042DE,species,Akikiki,Passeriformes,Fringillidae,Carduelinae,Oreomystis,Oreomystis bairdi,Oreomystis bairdi,Oreomystis bairdi,Oreomystis bairdi,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,16.8,11,4,5.2,20.1,67.2,13.3,54,19.8,45.8,14.24,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,22.05,22.17,22.1,-159.57,85.6
1895,9BD211818413F812,species,Oahu Alauahio,Passeriformes,Fringillidae,Carduelinae,Paroreomyza,Paroreomyza maculata,Paroreomyza maculata,Paroreomyza maculata,Paroreomyza maculata,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15.3,10.3,3.4,4,21.2,65,12.8,52.2,19.7,46.2,11.3,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA
1897,D94752EA6E0F3C61,species,Maui Alauahio,Passeriformes,Fringillidae,Carduelinae,Paroreomyza,Paroreomyza montana,Paroreomyza montana,Paroreomyza montana,Paroreomyza montana,,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,13.3,9,3.2,3.5,21.3,64.6,12.2,52.4,18.7,47.4,13.12,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,20.63,20.83,20.74,-156.21,255.12
1880,6B31D09972B1DB19,species,Palila,Passeriformes,Fringillidae,Carduelinae,Loxioides,Loxioides bailleui,Loxioides bailleui,Loxioides bailleui,Loxioides bailleui,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.4,8.8,7.1,10.1,24.2,89,18,71,20.2,65.4,37.84,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Insessorial,19.73,19.91,19.81,-155.48,134.59
1695,AFEB17B8D7A71823,species,Laysan Finch,Passeriformes,Fringillidae,Carduelinae,Telespiza,Telespiza cantans,Telespiza cantans,Telespiza cantans,Telespiza cantans,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,18.9,12.3,7.6,12.3,24.4,80.5,15.9,64.6,19.8,56.7,33.28,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Omnivore,Generalist,25.75,25.78,25.77,-171.73,3.41
1877,DB422AD094235903,species,Nihoa Finch,Passeriformes,Fringillidae,Carduelinae,Telespiza,Telespiza ultima,Telespiza ultima,Telespiza ultima,Telespiza ultima,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15.2,10.1,6.5,9.7,21.2,77.5,14.5,63,18.7,58,24.24,Dunning,NA,NO,NA,NA,Coastal,3,1,Herbivore,Omnivore,Generalist,23.05,23.06,23.06,-161.92,1.55
1904,A643D860BF1B0820,species,Akohekohe,Passeriformes,Fringillidae,Carduelinae,Palmeria,Palmeria dolei,Palmeria dolei,Palmeria dolei,Palmeria dolei,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.5,16.9,5.3,6.3,31.9,91.5,23.9,67.6,26.1,72.2,26.07,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,20.69,20.8,20.76,-156.18,57.85
1905,374CF44908C9E565,species,Apapane,Passeriformes,Fringillidae,Carduelinae,Himatione,Himatione sanguinea,Himatione sanguinea,Himatione sanguinea,Himatione sanguinea,Formerly considered conspecific with Himatione fraithii.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20.2,12.3,4.2,4.7,22.8,71.7,22.1,50.3,30.5,52.4,15.17,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,18.91,22.23,20.23,-156.3,16390.65
1901,A71C0CB7A6C950F9,species,Iiwi,Passeriformes,Fringillidae,Carduelinae,Drepanis,Drepanis coccinea,Vestiaria coccinea,Drepanis coccinea,Drepanis coccinea,Monotypic. Formerly placed in the genus Vestiaria.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,29.2,20.8,4.5,5.9,23.7,77.3,19.4,56.5,25.5,56.7,18.22,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,19.1,22.2,19.93,-156.06,3813.22
1878,AC2EDFEEE4CAAB94,species,Ou,Passeriformes,Fringillidae,Carduelinae,Psittirostra,Psittirostra psittacea,Psittirostra psittacea,Psittirostra psittacea,Psittirostra psittacea,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,17.5,10.8,6.4,8.3,23.1,90,21.1,67.2,23.9,55.3,28.62,EltonTraits_Model,NA,NO,NA,NA,Forest,1,2,Herbivore,Frugivore,Insessorial,NA,NA,NA,NA,NA
1884,99A702C31047727E,species,Maui Parrotbill,Passeriformes,Fringillidae,Carduelinae,Pseudonestor,Pseudonestor xanthophrys,Pseudonestor xanthophrys,Pseudonestor xanthophrys,Pseudonestor xanthophrys,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,21.4,13.8,5.4,13,21.9,72.2,14.1,56.9,19.9,45.4,22.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,20.69,20.79,20.74,-156.15,49.32
11791,FBE9861AEB077CD7,species,Kauai Nukupuu,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus hanapepe,Hemignathus lucidus,Hemignathus hanapepe,Hemignathus hanapepe,Formerly considered conspecific with Hemignathus lucidus and H. affinis.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,29.4,22.6,4.6,5.3,22.7,77.2,14.6,62.4,19,47.5,24.94,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA
11801,43F17FD60BEE7DD3,species,Maui Nukupuu,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus affinis,NA,Hemignathus affinis,Hemignathus affinis,Formerly considered conspecific with Hemignathus hanapepe and H. lucidus.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,26.9,21.4,3.8,4.5,20.8,69,12.2,56.8,17.7,48,24.94,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA
11811,DDE78CC94AA12057,species,Akiapolaau,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus wilsoni,Hemignathus munroi,Hemignathus wilsoni,Hemignathus wilsoni,Formerly known as Hemignathus munroi.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,23.2,16.9,4.5,5.4,22.8,73.4,16.5,55.7,23,44.2,27.98,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,19.27,19.92,19.65,-155.36,151.37
11731,B50DDCA24A7EB758,species,Kauai Akialoa,Passeriformes,Fringillidae,Carduelinae,Akialoa,NA,NA,Akialoa stejnegeri,Akialoa stejnegeri,"Formerly considered conspecific
 
 with Akialoa ellisiana and A. lanaiensis.",H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
